run_id,seed,walk_encoder,best_val_epoch,best_val_Hits@10,best_val_Hits@20,best_val_Hits@30,best_val_Hits@50,best_test_Hits@10,best_test_Hits@20,best_test_Hits@30,best_test_Hits@50
c1cq517q,2025,conv,200,0.017402182951404235,0.0478616215568324,0.057839971832885105,0.084493853426125,0.01663058379342118,0.03152319666789024,0.0464982133359303,0.07590887638681838
