run_id,seed,walk_encoder,best_val_epoch,best_val_Hits@10,best_val_Hits@20,best_val_Hits@30,best_val_Hits@50,best_test_Hits@10,best_test_Hits@20,best_test_Hits@30,best_test_Hits@50
ony92g4j,2025,conv,1,0.023192922263257646,0.02972529571725011,0.03618275663163257,0.04822120174696042,0.06458959165174659,0.07715991579830547,0.08386458809340096,0.098614867142611
