run_id,seed,walk_encoder,best_val_epoch,best_val_Hits@10,best_val_Hits@20,best_val_Hits@30,best_val_Hits@50,best_test_Hits@10,best_test_Hits@20,best_test_Hits@30,best_test_Hits@50
5kxeq26k,2025,conv,2,0.0014083557446681,0.003026466600244215,0.0038505045359542734,0.004884297582572346,0.00027717639655701966,0.0006592303485680468,0.0007790904119440553,0.0011311793481110803
