R,method,mean_EAT,mean_ECC,bottleneck_cross_coverage,node_coverage,edge_coverage,graph,repeat,num_nodes,num_edges,num_bottleneck_edges,M,walk_len,pair_samples
0,hrw,4.9096,9.8762,0.8823529411764706,0.5397923875432525,0.3318250377073907,real_world,3,34,78,6,8,6,5000
0,hrw,4.9698,9.884,0.8529411764705882,0.5337370242214532,0.32843137254901966,real_world,4,34,78,6,8,6,5000
1,hrw,2.1942,4.3584,1.0,0.9463667820069205,0.8883861236802414,real_world,0,34,78,6,8,6,5000
1,hrw,1.9914,3.9412,1.0,0.967128027681661,0.9204374057315234,real_world,1,34,78,6,8,6,5000
1,hrw,1.923,3.7798,1.0,0.9636678200692042,0.9181749622926094,real_world,2,34,78,6,8,6,5000
1,hrw,1.8124,3.598,1.0,0.9731833910034602,0.9313725490196079,real_world,3,34,78,6,8,6,5000
1,hrw,1.9342,3.9132,1.0,0.9688581314878891,0.9185520361990951,real_world,4,34,78,6,8,6,5000
2,hrw,0.3746,0.7424,1.0,1.0,0.9992458521870288,real_world,0,34,78,6,8,6,5000
2,hrw,0.353,0.7124,1.0,1.0,1.0,real_world,1,34,78,6,8,6,5000
2,hrw,0.3918,0.7764,1.0,1.0,0.9996229260935143,real_world,2,34,78,6,8,6,5000
2,hrw,0.3306,0.6582,1.0,1.0,1.0,real_world,3,34,78,6,8,6,5000
2,hrw,0.3294,0.6532,1.0,1.0,1.0,real_world,4,34,78,6,8,6,5000
3,hrw,0.0164,0.0328,1.0,1.0,1.0,real_world,0,34,78,6,8,6,5000
3,hrw,0.0316,0.0578,1.0,1.0,1.0,real_world,1,34,78,6,8,6,5000
3,hrw,0.0206,0.0454,1.0,1.0,1.0,real_world,2,34,78,6,8,6,5000
3,hrw,0.03,0.0606,1.0,1.0,1.0,real_world,3,34,78,6,8,6,5000
3,hrw,0.0256,0.053,1.0,1.0,1.0,real_world,4,34,78,6,8,6,5000
4,hrw,0.005,0.0114,1.0,1.0,1.0,real_world,0,34,78,6,8,6,5000
4,hrw,0.0008,0.0016,1.0,1.0,1.0,real_world,1,34,78,6,8,6,5000
4,hrw,0.0024,0.006,1.0,1.0,1.0,real_world,2,34,78,6,8,6,5000
4,hrw,0.001,0.0018,1.0,1.0,1.0,real_world,3,34,78,6,8,6,5000
4,hrw,0.0028,0.0078,1.0,1.0,1.0,real_world,4,34,78,6,8,6,5000
