model_data_seed,best_val_epoch,best_val_Hits@1,best_val_Hits@10,best_val_Hits@50,best_val_Hits@100,best_val_MRR,best_val_AUC,best_val_AP,best_test_Hits@1,best_test_Hits@10,best_test_Hits@50,best_test_Hits@100,best_test_MRR,best_test_AUC,best_test_AP
NeuralWalker_Cora_LinkPred_2025,75,0.1226,0.3869,0.6764,0.756,0.2056,0.9036,0.9079,0.2852,0.5361,0.8403,0.943,0.3531,0.905,0.9108
