model_data_seed,best_val_epoch,best_val_Hits@1,best_val_Hits@10,best_val_Hits@50,best_val_Hits@100,best_val_MRR,best_val_AUC,best_val_AP,best_test_Hits@1,best_test_Hits@10,best_test_Hits@50,best_test_Hits@100,best_test_MRR,best_test_AUC,best_test_AP
NeuralWalker_Cora_LinkPred_2025,85,0.1732,0.3477,0.6549,0.8104,0.2171,0.9144,0.9143,0.3156,0.4601,0.7376,0.9163,0.3584,0.8774,0.8833
