model_data_seed,best_val_epoch,best_val_Hits@1,best_val_Hits@10,best_val_Hits@50,best_val_Hits@100,best_val_MRR,best_val_AUC,best_val_AP,best_test_Hits@1,best_test_Hits@10,best_test_Hits@50,best_test_Hits@100,best_test_MRR,best_test_AUC,best_test_AP
NeuralWalker_Cora_LinkPred_2025,210,0.3123,0.4513,0.6953,0.8003,0.3548,0.9247,0.9277,0.327,0.692,0.8631,0.9506,0.4152,0.9185,0.9294
