model_data_seed,best_val_epoch,best_val_Hits@1,best_val_Hits@10,best_val_Hits@50,best_val_Hits@100,best_val_MRR,best_val_AUC,best_val_AP,best_test_Hits@1,best_test_Hits@10,best_test_Hits@50,best_test_Hits@100,best_test_MRR,best_test_AUC,best_test_AP
NeuralWalker_Cora_LinkPred_2025,245,0.1024,0.4109,0.6346,0.7547,0.1773,0.9047,0.9053,0.308,0.5817,0.8175,0.9316,0.3501,0.8923,0.9033
